,text,is_misinfo,cleaned_text
107,"I'm not taking a vaccine unless Trump keeps his office ..according to the chinese news hunters laptops contain peadofilia, a 4 billion dollar deal with chinese business and government leaders ..and on the 3rd ..the release of a bioweapon (corona) to take control of china &amp; USA !",1,"I'm not taking a vaccine unless Trump keeps his office ..according to the chinese news hunters laptops contain peadofilia, a billion dollar deal with chinese business and government leaders ..and on the rd ..the release of a bioweapon (corona) to take control of china &amp; USA !"
108,Motherfuckers getting excited for the new year as if Jan 1 2021 is gonna be something extraordinarily different from Dec 31 2020. Bros seriously thinking covid gonna go with the new year and not a vaccine,0,Motherfuckers getting excited for the new year as if Jan is gonna be something extraordinarily different from Dec . Bros seriously thinking covid gonna go with the new year and not a vaccine
109,Dwights all excited about us getting an invitation for the vaccine all asking me if I’m going with them fuck you,0,Dwights all excited about us getting an invitation for the vaccine all asking me if Im going with them fuck you
110,Chris Rock excited to get the COVID vaccine: ‘Do I know what’s in Tylenol? I just know my headache is gone’ https://t.co/FhBbiIc9dN,0,Chris Rock excited to get the COVID vaccine: Do I know whats in Tylenol? I just know my headache is gone
111,Restaurant workers being part of phase 2 of the vaccine rollout has me so excited!! Never in my life have I wanted a shot so bad,0,Restaurant workers being part of phase of the vaccine rollout has me so excited!! Never in my life have I wanted a shot so bad
112,"Just got my COVID vaccine, I'm excited to see how all the boomers react to finally discovering that I'm fucking stupid 😂",0,"Just got my COVID vaccine, I'm excited to see how all the boomers react to finally discovering that I'm fucking stupid"
113,"Normally I don't get too excited for the new year, but this year has blown.  So I'm excited for new things to happen.  First week will be a doosey including my wife getting her second dose of vaccine.  More to come but January gonna be big!  #covidsucks #bringin2021",0,"Normally I don't get too excited for the new year, but this year has blown. So I'm excited for new things to happen. First week will be a doosey including my wife getting her second dose of vaccine. More to come but January gonna be big!"
114,"We are excited to partner with the @PaHouseDems &amp; @SecretaryLevine for the COVID Vaccine Virtual Town Hall Series.

Beginning Jan. 6, we will be hosting online events to help Pennsylvanians learn more about the #COVID19 vaccine.

Register for free ⬇️ https://t.co/zFxMUm1Xau. https://t.co/PPZ1HKXUOf",0,"We are excited to partner with the &amp; for the COVID Vaccine Virtual Town Hall Series.Beginning Jan. , we will be hosting online events to help Pennsylvanians learn more about the vaccine.Register for free ."
115,"Sydnee being like ""I'm glad to be part of a COVID vaccine trial but .... I will admit I was a little bit bummed that it wasn't the Moderna. I'm really excited about that technology, and I just wanted the cool new tech"" like girl same I just want the Dolly vaccine",0,"Sydnee being like ""I'm glad to be part of a COVID vaccine trial but .... I will admit I was a little bit bummed that it wasn't the Moderna. I'm really excited about that technology, and I just wanted the cool new tech"" like girl same I just want the Dolly vaccine"
116,Excited to get the Covid vaccine and honored to have it administered by my friend ⁦⁦@PaineLori⁩ 🧤😷💉🩹 https://t.co/KouAWqeOmG,0,Excited to get the Covid vaccine and honored to have it administered by my friend
117,"I am not against anyone who wants it taking the vaccine. Your body your choice. I am however very much against forcing people to take it, especially as a condition of employment. It will be quite sometime before we know the full side effects of this new experimental drug.",1,"I am not against anyone who wants it taking the vaccine. Your body your choice. I am however very much against forcing people to take it, especially as a condition of employment. It will be quite sometime before we know the full side effects of this new experimental drug."
118,Pushing the virus so they can scare you into a deadly vaccine,1,Pushing the virus so they can scare you into a deadly vaccine
119,"We are very excited to announce our partnership with the @PaHouseDems &amp; @SecretaryLevine for the COVID Vaccine Virtual Town Hall Series.

This event series is meant to provide you the opportunity to learn more about Pennsylvania's vaccine distribution plan &amp; ask questions. https://t.co/r3BDosn8Vr",0,We are very excited to announce our partnership with the &amp; for the COVID Vaccine Virtual Town Hall Series.This event series is meant to provide you the opportunity to learn more about Pennsylvania's vaccine distribution plan &amp; ask questions.
120,Just got my first Pfizer vaccine shot. Feeling excited 🙌🙌🙌🙌,0,Just got my first Pfizer vaccine shot. Feeling excited
121,"So excited to receive the Moderna vaccine today!
#NotThrowingAwayMyShot
#COVID19Vaccine
#VaccinesWork
#AMA
#OhioStateMedical https://t.co/F6oeI03KNW",0,So excited to receive the Moderna vaccine today!
122,"The Covid vaccine is not a vaccine.
It’s gene therapy making genetically modified humans",1,The Covid vaccine is not a vaccine.Its gene therapy making genetically modified humans
123,Just got my appointment to be vaccinated and I’m extremely nervous and slightly excited all in one. #vaccine,0,Just got my appointment to be vaccinated and Im extremely nervous and slightly excited all in one.
124,Just found out #Ouchie4Fauci is a thing and I’m infinitely more excited for my vaccine now,0,Just found out is a thing and Im infinitely more excited for my vaccine now
125,I will be receiving the Covid19 vaccine tomorrow. I am excited and at the same time nervous. But I am happy. This is the start of getting back to the “old normal.”,0,I will be receiving the Covid19 vaccine tomorrow. I am excited and at the same time nervous. But I am happy. This is the start of getting back to the old normal.
126,This bitch just tried to compare my piercings n tattoos to a toxic vaccine.....lord help the youth,1,This bitch just tried to compare my piercings n tattoos to a toxic vaccine.....lord help the youth
127,Chris Rock excited to get the COVID vaccine: ‘Do I know what’s in Tylenol? I just know my headache is gone’ https://t.co/IHNWQMV4OS,0,Chris Rock excited to get the COVID vaccine: Do I know whats in Tylenol? I just know my headache is gone
128,"Got my first Covid vaccine yesterday!  Felt sore and eh, but nothing out of the ordinary for a vaccine.

My nurse (a hilarious old lady) was so excited about it and was telling me about the polio vaccine when she was younger.

Now gotta wait to get the second one in a month...",0,"Got my first Covid vaccine yesterday! Felt sore and eh, but nothing out of the ordinary for a vaccine.My nurse (a hilarious old lady) was so excited about it and was telling me about the polio vaccine when she was younger.Now gotta wait to get the second one in a month..."
129,"Excited to share the @NEJM publication of the results of the @moderna_tx vaccine study.  What a way to end 2020.  Grateful to the study participants, my #PVTU research team and @PittPediatrics @PittCTSI @PittPlusMe https://t.co/w519Vu9t8f.",0,"Excited to share the publication of the results of the vaccine study. What a way to end . Grateful to the study participants, my research team and ."
130,Excited to share our insightful journal article that was published in the Vaccine journal. Click on the link to read more https://t.co/HXHn0RRNZ8,0,Excited to share our insightful journal article that was published in the Vaccine journal. Click on the link to read more
131,"People never shamed me into getting a flu shot over “herd immunity” and they won’t shame me into getting this rushed vaccine either. 

It’s all about control for weak and underachieving losers - it’s not about a virus.",1,People never shamed me into getting a flu shot over herd immunity and they wont shame me into getting this rushed vaccine either. Its all about control for weak and underachieving losers - its not about a virus.
